19700101235959.999	0.000000	0.000000	0.000000	1
20190608180938.805	-0.236767	4.319973	8.542282	0
20190608180938.844	-2.559229	3.829372	7.841308	0
20190608180938.846	-3.178092	4.253060	8.925909	0
20190608180938.855	-2.160355	3.712545	9.651180	0
20190608180938.875	-2.528038	3.727964	8.793855	0
20190608180938.894	-2.379195	3.440554	7.907368	0
20190608180938.915	-2.001304	3.099916	8.414460	0
20190608180938.934	-1.050911	2.964118	9.096760	0
20190608180938.954	-0.111809	2.424177	9.501448	0
20190608180938.975	1.091335	2.106016	10.306004	0
20190608180938.994	1.358202	2.516909	10.249617	0
20190608180939.015	-0.965208	3.083253	9.231936	0
20190608180939.035	-0.505521	3.216629	8.748987	0
20190608180939.055	-0.007489	3.071541	8.806496	0
20190608180939.075	-1.087494	2.744646	8.867663	0
20190608180939.094	-1.518642	2.906743	9.233268	0
20190608180939.115	-1.806281	2.473929	9.835265	0
20190608180939.135	-1.883863	3.235974	9.243285	0
20190608180939.155	-1.877322	3.556098	8.822011	0
20190608180939.174	-2.373219	2.989094	8.758977	0
20190608180939.195	-2.853323	2.867430	7.893329	0
20190608180939.215	-2.216312	3.437557	6.604779	0
20190608180939.234	-1.888795	3.378228	6.688011	0
20190608180939.255	-0.971682	3.604959	8.034586	0
20190608180939.275	-0.267499	3.631334	9.024244	0
20190608180939.294	-0.368563	3.538477	10.777739	0
20190608180939.315	0.477634	4.223343	11.847496	0
20190608180939.334	1.268381	4.206267	10.998436	0
20190608180939.355	1.744023	4.201910	9.138648	0
20190608180939.374	0.848649	3.946755	8.863794	0
20190608180939.394	3.025840	2.853075	9.253236	0
20190608180939.415	-0.720521	4.394653	9.453323	0
20190608180939.434	-0.170802	4.424600	9.309527	0
20190608180939.455	-0.840623	3.803869	7.286379	0
20190608180939.476	-1.415893	4.086462	5.768331	0
20190608180939.494	-0.714085	3.652086	7.544599	0
20190608180939.516	-1.231702	3.266026	8.491333	0
20190608180939.535	-1.954693	3.638267	8.356913	0
20190608180939.555	-1.850938	4.550717	7.654655	0
20190608180939.574	-1.967507	4.161257	7.506244	0
20190608180939.594	-1.740125	3.844312	7.613159	0
20190608180939.615	-0.865897	3.958142	8.127645	0
20190608180939.635	-0.722857	3.502334	8.195314	0
20190608180939.655	-0.071625	3.542969	8.938436	0
20190608180939.675	0.927772	3.962270	9.708995	0
20190608180939.695	0.771862	3.020755	9.293295	0
20190608180939.717	0.275841	2.142303	7.609654	0
20190608180939.737	0.555445	0.572090	7.425932	0
20190608180939.754	2.564353	0.415854	7.320128	0
20190608180939.775	3.845260	-0.443310	7.879327	0
20190608180939.797	5.786565	-1.549096	7.941979	0
20190608180939.815	6.833511	-2.408232	6.794131	0
20190608180939.835	7.381822	-2.273477	6.630263	0
20190608180939.865	6.436572	-2.168764	4.321132	0
20190608180939.882	5.343379	-3.336224	3.913859	0
20190608180939.902	6.398887	-1.846006	-0.545227	0
20190608180939.914	1.560579	-0.987838	-2.981049	0
20190608180939.936	1.205136	-5.325413	-2.843785	0
20190608180939.955	6.415484	-6.490604	-4.436399	0
20190608180939.975	10.838848	-5.020104	-5.726691	0
20190608180939.994	10.294751	-5.690041	-4.631392	0
20190608180940.014	6.880131	-6.649694	0.796407	0
20190608180940.034	7.269706	-6.037765	5.319208	0
20190608180940.054	9.795838	-6.898605	1.585814	0
20190608180940.075	14.149147	-7.138820	-0.214779	0
20190608180940.094	17.987253	-6.502269	-2.470443	0
20190608180940.114	18.090742	-5.573932	-2.162328	0
20190608180940.134	16.207788	-6.543487	0.364120	0
20190608180940.154	13.255154	-6.459661	2.748745	0
20190608180940.174	11.079417	-4.999486	4.473595	0
20190608180940.194	11.822176	-4.164311	5.807778	0
20190608180940.214	18.329548	-2.842099	10.404943	0
20190608180940.234	21.040178	-3.403061	5.863754	0
20190608180940.254	15.522844	-4.017872	7.549579	0
20190608180940.274	9.014524	-6.761580	2.811070	0
20190608180940.294	5.343236	-12.712071	-1.629829	0
20190608180940.314	5.168986	-16.460882	-5.305331	0
20190608180940.334	4.957549	-14.130377	-8.941109	0
20190608180940.354	9.791893	-11.083104	-8.290843	0
20190608180940.374	10.279706	-10.688109	-6.755413	0
20190608180940.394	6.965240	-13.982454	-6.712480	0
