19700101235959.999	0.000000	0.000000	0.000000	1
20190608181848.806	2.143040	2.262272	8.895571	0
20190608181848.816	1.692595	2.392583	8.535971	0
20190608181848.842	1.644893	2.445064	8.143609	0
20190608181848.855	2.992647	1.489596	8.106930	0
20190608181848.878	1.994092	2.339394	8.089241	0
20190608181848.895	1.649701	2.674141	8.694955	0
20190608181848.914	1.820963	2.443436	9.019255	0
20190608181848.934	1.330458	2.545573	9.524862	0
20190608181848.955	1.430564	2.737367	9.336189	0
20190608181848.974	1.476839	2.438322	9.035334	0
20190608181848.995	1.421581	2.475241	8.522534	0
20190608181849.015	1.602669	2.816510	8.874099	0
20190608181849.035	1.057864	2.467043	9.502635	0
20190608181849.055	0.526236	2.457140	10.042172	0
20190608181849.074	0.298911	2.367626	10.065406	0
20190608181849.095	-0.167881	2.189813	9.792936	0
20190608181849.114	-0.299084	2.120420	9.653249	0
20190608181849.135	-0.448309	2.103785	9.489581	0
20190608181849.154	-0.410366	2.143280	9.095285	0
20190608181849.175	-1.265757	2.427998	9.226248	0
20190608181849.194	-0.868904	2.689148	9.050370	0
20190608181849.214	0.086680	2.900930	8.766685	0
20190608181849.237	0.803868	2.990157	7.599713	0
20190608181849.255	0.590075	2.688583	7.255015	0
20190608181849.275	0.882206	2.658292	8.120242	0
20190608181849.295	1.314110	2.877218	9.193419	0
20190608181849.315	1.180763	2.640249	8.979607	0
20190608181849.335	0.129651	2.109704	8.002150	0
20190608181849.356	-0.484328	2.297849	7.368232	0
20190608181849.376	0.389834	2.030542	7.486324	0
20190608181849.394	0.396231	1.514419	6.878331	0
20190608181849.415	-0.221655	0.445245	6.865191	0
20190608181849.436	-0.742873	0.030177	6.342901	0
20190608181849.463	0.384844	1.131318	3.523355	0
20190608181849.475	2.010622	-1.943316	1.038308	0
20190608181849.495	3.406911	-2.695239	-0.846772	0
20190608181849.520	2.326628	-2.306430	-4.531046	0
20190608181849.534	0.375698	-5.587559	-1.082581	0
20190608181849.559	2.836487	-8.484543	4.373795	0
20190608181849.587	7.208750	-8.159353	4.887102	0
20190608181849.595	10.592973	-9.028984	5.214274	0
20190608181849.614	7.896393	-10.905856	4.662133	0
20190608181849.636	5.434723	-13.153428	2.900058	0
20190608181849.654	7.853259	-13.689031	1.445159	0
20190608181849.674	12.513382	-14.834618	3.780559	0
20190608181849.694	12.259673	-14.729052	3.189517	0
20190608181849.714	9.454617	-14.474222	3.020515	0
20190608181849.735	11.630515	-13.465699	2.428295	0
20190608181849.755	13.337389	-12.347980	2.616403	0
20190608181849.775	11.507586	-11.879693	3.148337	0
20190608181849.794	11.078211	-11.346543	4.497852	0
20190608181849.814	14.314980	-8.890724	10.908337	0
20190608181849.834	14.081728	-9.690953	11.975663	0
20190608181849.855	9.008681	-10.386411	6.892159	0
20190608181849.876	6.202074	-12.023278	2.859721	0
20190608181849.894	4.732092	-12.559312	-3.517848	0
20190608181849.926	6.135314	-16.339823	-4.092955	0
20190608181849.938	6.891192	-15.894502	-4.224205	0
20190608181849.986	6.454796	-13.768422	-1.799061	0
20190608181849.989	10.492426	-15.174278	-2.745431	0
20190608181849.994	9.458773	-14.166596	-2.983740	0
20190608181850.014	4.144248	-10.889069	2.924278	0
20190608181850.035	-0.686121	-7.931741	8.144490	0
20190608181850.054	-3.812307	-7.526719	-10.241926	0
20190608181850.074	4.813370	-7.584850	-4.036777	0
20190608181850.094	-4.552507	-1.207463	9.799506	0
20190608181850.114	1.889542	-6.838329	1.996257	0
20190608181850.134	11.512002	-14.228118	-8.615151	0
20190608181850.154	4.062980	-4.193185	8.005042	0
20190608181850.174	4.751408	0.276559	-1.230256	0
20190608181850.194	8.163528	-6.293446	-4.808141	0
20190608181850.214	6.982316	-8.269420	-11.405478	0
20190608181850.234	-2.377816	2.033041	13.526397	0
20190608181850.254	5.011380	-2.918149	-2.458213	0
20190608181850.275	5.676978	-7.234282	-3.938979	0
20190608181850.294	5.787561	-7.633730	-4.006840	0
20190608181850.314	5.386332	-5.729402	-4.663369	0
20190608181850.334	2.292132	-4.413328	-4.019242	0
20190608181850.354	-0.233981	-5.503350	-5.436121	0
20190608181850.374	-2.109608	-9.233295	-5.589657	0
20190608181850.394	3.312301	-9.759934	-6.290459	0
20190608181850.414	9.300890	-11.579537	-3.682541	0
20190608181850.434	6.549501	-12.801299	0.672886	0
20190608181850.454	4.520693	-11.877740	-0.260604	0
20190608181850.474	5.224589	-13.370074	-1.352341	0
20190608181850.494	4.953709	-12.520114	-2.106763	0
20190608181850.514	5.813122	-10.813316	-0.028376	0
20190608181850.534	0.718557	-10.588596	-1.245071	0
20190608181850.554	-1.732732	-9.422754	-0.763712	0
20190608181850.574	0.816078	-6.946997	0.500082	0
20190608181850.594	1.050116	-7.050752	-1.957911	0
20190608181850.615	1.786601	-7.696152	-0.097703	0
20190608181850.634	1.704509	-7.577112	1.596329	0
20190608181850.654	2.124059	-8.031599	2.880799	0
20190608181850.674	0.699634	-9.227378	3.173878	0
20190608181850.694	-0.923654	-10.078316	1.038365	0
20190608181850.714	-1.419771	-8.991980	1.037408	0
20190608181850.734	-1.113936	-5.551598	2.585412	0
20190608181850.754	1.236155	-6.611646	-0.245626	0
20190608181850.774	3.279731	-11.305239	3.590948	0
20190608181850.794	8.051911	-9.829194	7.454883	0
20190608181850.814	8.539017	-11.833533	5.278401	0
20190608181850.834	3.636026	-14.393490	-2.171541	0
20190608181850.855	-1.281406	-15.224422	-4.697251	0
20190608181850.874	-0.370191	-15.330495	-2.836267	0
20190608181850.895	2.641235	-10.649362	1.371571	0
20190608181850.915	1.711366	-7.166219	-0.994887	0
20190608181850.935	3.804377	-8.567698	-3.910469	0
20190608181850.954	5.003019	-10.329381	-4.108488	0
20190608181850.975	2.686658	-10.466281	0.023971	0
20190608181850.995	2.480738	-9.077816	-0.563155	0
20190608181851.015	0.841955	-5.985505	0.688534	0
20190608181851.035	0.644193	-6.435087	-1.994236	0
20190608181851.054	2.485210	-8.905108	-3.242975	0
20190608181851.075	0.048123	-9.683071	-1.730500	0
20190608181851.095	3.672102	-6.536755	0.003869	0
20190608181851.115	3.778347	-6.615955	-1.154522	0
20190608181851.135	3.545410	-7.203166	-1.759030	0
20190608181851.154	3.367828	-7.400200	-0.549239	0
20190608181851.175	3.310290	-8.329514	1.127209	0
20190608181851.195	3.580567	-9.004085	1.879276	0
20190608181851.215	4.939947	-7.662805	0.600265	0
20190608181851.235	5.441714	-8.058806	0.608970	0
20190608181851.254	7.212073	-8.948865	2.887130	0
20190608181851.275	8.948396	-9.473530	-0.434337	0
20190608181851.295	6.694427	-10.423339	1.075370	0
20190608181851.315	4.333477	-11.930555	0.588667	0
20190608181851.335	2.600189	-13.906012	-0.945844	0
20190608181851.354	3.867747	-12.715452	-1.615263	0
20190608181851.374	4.684476	-12.413389	-2.810908	0
20190608181851.394	4.949226	-13.556258	-1.489184	0
20190608181851.416	3.144190	-14.217192	0.078578	0
20190608181851.435	2.371438	-13.060380	-2.073905	0
20190608181851.455	1.427308	-11.957399	0.970609	0
20190608181851.474	2.718884	-11.082578	-0.156523	0
20190608181851.495	4.265873	-10.442177	1.337315	0
20190608181851.515	4.678931	-10.018460	1.192964	0
20190608181851.535	4.045042	-10.708278	-1.114520	0
20190608181851.554	2.904100	-9.006163	-2.168898	0
20190608181851.575	2.297352	-7.236408	-0.378064	0
20190608181851.595	2.681669	-5.422359	-0.181634	0
20190608181851.615	0.896083	-5.221984	-0.074488	0
20190608181851.635	-0.828940	-5.388333	0.507973	0
20190608181851.655	-1.733737	-3.968830	1.188434	0
20190608181851.675	-0.265230	-3.672763	2.175372	0
20190608181851.695	2.423660	-4.031711	2.826154	0
20190608181851.715	3.229826	-5.175239	3.134326	0
20190608181851.735	3.374062	-8.428107	4.071972	0
20190608181851.755	4.750441	-10.795829	7.177079	0
20190608181851.776	8.610842	-13.822493	10.181707	0
20190608181851.795	7.826732	-11.689900	5.748085	0
20190608181851.815	7.481028	-7.422686	5.671893	0
20190608181851.835	7.242575	-11.304396	2.252446	0
20190608181851.855	2.495601	-13.441201	-6.018381	0
20190608181851.875	-0.389087	-12.717550	0.546759	0
20190608181851.895	-3.517533	-14.430371	8.548162	0
20190608181851.915	-2.027324	-8.815988	0.271004	0
20190608181851.936	1.200127	-9.500719	-6.101297	0
20190608181851.955	5.276475	-10.504981	-2.251709	0
20190608181851.976	6.313241	-9.168519	2.374751	0
20190608181851.995	4.719575	-8.947955	0.834274	0
20190608181852.015	2.860822	-8.160953	0.221559	0
